Type;15,8 x 24_1;15,8 x 24_2;15,8 x 24_3;15,8 x 24_4;15,8 x 24_5;15,8 x 24_6;15,8 x 24_7;15,8 x 24_8;15,8 x 24_9;15,8 x 24_10
autom_in;15,9168687712291;15,9017176088366;15,6929980774272;15,7422151941105;15,7092952252282;15,6679849492463;15,8214725314832;15,8167585978911;15,68127199507;15,732554095712
manual_in;15,7877777777778;15,7333333333333;15,7566666666667;15,7888888888889;15,7255555555556;15,7588888888889;15,81;15,7311111111111;15,7233333333333;15,78
autom_out;20,659000556788;20,4390613848786;20,5493532416901;20,4986067933733;20,5364969567856;20,537625616003;20,6346353434816;20,532118848214;20,453105690025;20,4820748799874
manual_out;20,5181111111111;20,4168888888889;20,4293333333333;20,4505555555556;20,4588888888889;20,4282222222222;20,5213333333333;20,3787777777778;20,3937777777778;20,4632222222222
manual_thick;2,43888888888889;2,41666666666667;2,37444444444444;2,37466666666667;2,392;2,38688888888889;2,36588888888889;2,41711111111111;2,40177777777778;2,39877777777778
