	Perimeter  [mm]	Feret Max [mm]	Feret Min [mm]	Feret PerpMin [mm]	Feret MaxAng [rad]	Feret MinAng [rad]	Radius Max [mm]	Radius Mean [mm]	Radius Min [mm]	Radius StdDev [mm]	Roundness  []	PodczeckShapes Square []	PodczeckShapes Circle []	PodczeckShapes Triangle []	PodczeckShapes Ellipse []	PodczeckShapes Elongation []	Convexity  []	Center dim0 [mm]	Center dim1 [mm]	SolidArea  [mm]	Size  [mm²]	ConvexPerimeter  [mm]
1_out	64.1045997769259	20.79830082193974	19.843235922207356	20.738737596635662	-1.7923107211515403	3.176061754589301	10.437616295930164	10.120070541813854	9.86693356961961	0.1575328006026246	1.0	0.7816111506276338	0.9522062865644959	1.5632223012552675	0.995178225585055	3.0822037014342607	0.9951425334258643	11.691519698467248	12.016839137834552	276599.0	321.65148363755964	63.79321382626113
1_in	50.15854089148222	16.010096913340025	15.71476500908425	15.980558490507121	-2.2338944152265254	2.8809902618424523	8.014381930231028	7.913136323742077	7.7688306331638515	0.04753883742489234	1.0	0.7831509635346864	0.98055406260264	1.5663019270693728	0.9971387762698083	3.132931746945818	0.9941194904485295	11.65732080883645	12.037444464113285	169126.0	196.67326643149798	49.863583112682036
2_out	64.96871983707105	20.931393470693184	20.208507458958433	20.80836818460445	-1.7908789490552526	0.17759616728348782	10.498218689790816	10.248765269827881	10.048666012338302	0.11254323274895446	1.0	0.7846631457210222	0.9702632650460251	1.5693262914420445	0.9990641464282951	3.1038888991330724	0.994523324634543	11.902815181877536	12.110953802619973	283740.0	329.9556107119735	64.61290724961408
2_in	50.89345215494664	16.19888586979672	15.925180271814792	16.16388747074992	-2.4875656177647834	4.71238898038469	8.10528483644914	8.026130554209551	7.929260776325322	0.031112679086558546	1.0	0.7859124133756178	0.9858771614168259	1.5718248267512356	1.0006547634080847	3.1417871922808542	0.993671300151009	11.896162229061177	12.128619363092701	173968.0	202.3039320657666	50.571362771979
3_out	64.07663693362205	20.61984604488598	20.057660678076694	20.610168427350942	-1.695151321341658	-0.04345089539153091	10.324194920305825	10.148944106453312	9.992354698856632	0.09541532452879954	1.0	0.7827205653150966	0.9698746371295371	1.5654411306301932	0.9965907762366427	3.1075225680219853	0.9975499790411284	11.791372202814225	12.045916674830242	278249.0	323.57023586732896	63.91964783016068
3_in	50.38360767904964	16.04579313189491	15.885528441331529	16.04063838800802	-2.578938393135978	1.5152978215491797	8.02997996259656	7.973435148158951	7.875352490132724	0.026453734173744033	1.0	0.7836367851510019	0.9881092183072328	1.5672735703020038	0.9977573435633881	3.1399886104040555	0.9967036584345834	11.77907745147336	12.066852652829878	171713.0	199.68163735174846	50.217526098841546
4_out	63.77122812309877	20.481635223647142	20.017303682131228	20.256010881066352	1.9673804773600336	0.0	10.242702617917164	10.067352186844849	9.95039151447261	0.05420073880816253	1.0	0.7852488542437437	0.9880276222067558	1.5704977084874874	0.9998098936811123	3.1135808946285444	0.9947892305906784	11.851089745481666	11.879508535399099	273799.0	318.395419247648	63.43893095840006
4_in	49.89514454797153	16.103233553938832	15.481866902363846	16.061584385492008	3.0077816761152025	4.71238898038469	8.067931221467084	7.901604615979435	7.731734667277432	0.08676972627213837	1.0	0.78834984146581	0.9675291289404337	1.57669968293162	1.0037581932399655	3.0984550016519656	0.9975502733663818	11.832432800702792	11.883949272237809	168576.0	196.0336823549082	49.772915083484136
5_out	65.57752549744087	20.423897078464684	19.49484472135032	20.33786503362493	-1.7436308259664561	-0.6022873461349643	10.411201501853538	9.950850292970706	9.514523399747183	0.2287513770703445	1.0	0.7842302743157665	0.9571238576471893	1.568460548631533	0.9985129974373382	3.210823343140863	0.9608812525278787	12.193746756179978	11.635828026074575	267383.0	310.93438027419336	63.01221483765989
5_in	50.35963465607086	16.26014847597722	15.584169987621756	16.232089527588528	3.0828368308740703	4.71238898038469	8.130942590121416	7.964281882850452	7.765284203410198	0.10319737782375103	1.0	0.7872726771233657	0.9623754709797583	1.5745453542467314	1.0023867050029869	3.0971202219015583	0.9962812035126074	11.956313749062696	11.908261041837696	171257.0	199.15136400824858	50.17235742360549
