	Perimeter  [mm]	Feret Max [mm]	Feret Min [mm]	Feret PerpMin [mm]	Feret MaxAng [rad]	Feret MinAng [rad]	Radius Max [mm]	Radius Mean [mm]	Radius Min [mm]	Radius StdDev [mm]	Roundness  []	PodczeckShapes Square []	PodczeckShapes Circle []	PodczeckShapes Triangle []	PodczeckShapes Ellipse []	PodczeckShapes Elongation []	Convexity  []	Center dim0 [mm]	Center dim1 [mm]	SolidArea  [mm]	Size  [mm²]	ConvexPerimeter  [mm]
6_out	68.01822802517513	20.7475105799048	20.472381560272677	20.712667728820477	2.280843809548568	3.9269908169872414	10.409356899690657	10.249889196450104	10.094218653081754	0.04505620230023921	1.0	0.7781581211942966	0.979287704815672	1.5563162423885932	0.9907816919613958	3.2783802067827277	0.9512084460886719	11.973530273511313	11.942223095109542	285749.0	329.9683308267546	64.6995129855318
6_in	51.33499752858449	15.7932916889977	15.594572338752307	15.73874403988099	2.5243446593438823	3.9269908169872414	7.91742234933582	7.818353663991311	7.725075638198389	0.03337615718448449	1.0	0.7822627883179055	0.9868841798218102	1.564525576635811	0.9960079164611491	3.250430533385684	0.9607725730058759	11.965875405771657	11.963212354590373	166285.0	191.99778277405287	49.3212576607884
7_out	67.23233565815809	20.83304638643752	20.53935229822838	20.734908163887216	1.934339774875952	0.8685393952858895	10.425611869681603	10.314984932604181	10.152814514854988	0.04465901799425516	1.0	0.7849811886941188	0.9900428598731602	1.5699623773882376	0.9994690913185666	3.2271965612252886	0.9676692505647587	12.013881643970468	12.074999171171388	289508.0	334.30903177611145	65.05866386004814
7_in	52.720733025388576	15.887186517019996	15.71471542302621	15.834858507300112	1.8681944568128184	3.9269908169872414	7.961285738249224	7.875014906124874	7.753806750322488	0.035433805838039414	1.0	0.7830509575717077	0.9894468662349991	1.5661019151434155	0.9970114447230344	3.318443638142517	0.9427576894695732	12.016102089144841	12.071586647254518	168757.0	194.8546314435684	49.702876454157554
8_out	67.1839798472762	20.77854410170392	20.422939100499185	20.69479186722796	1.6772996979208283	0.0	10.447483897893727	10.262608964655874	10.138990904721224	0.04789910979197496	1.0	0.7828496020589658	0.9836614082494551	1.5656992041179316	0.996755070921661	3.2333343240235424	0.9633770832674498	11.902242216067425	12.024677480119701	286530.0	330.8701896832185	64.72350654756808
8_in	51.20692089385939	16.063269650123043	15.607351511660251	15.835306986514103	2.3950970088921526	0.46364760900080615	8.11995933700758	7.886624766086143	7.632041087024011	0.08250953604906498	1.0	0.7907888171014098	0.9923693958651526	1.5815776342028196	1.006863593467857	3.1878267631189985	0.9725873753208997	11.938150830783387	12.003116012485673	169251.0	195.44124386236948	49.80320479042364
9_out	64.9948514615969	20.532196504985542	19.879233567041634	20.253031121293702	2.575625050542028	4.71238898038469	10.41009018291902	10.074316459724205	9.770506766215723	0.14507807327483807	1.0	0.7911833878276832	0.9887736514497476	1.5823667756553663	1.0073659765197431	3.1655089335334927	0.9789589478617458	11.855000062900817	12.132230922792028	275854.0	318.5420908975484	63.62729140327534
9_in	49.84320547116034	16.05000091977362	15.597552491063437	15.937368449474407	2.741426992805866	4.71238898038469	8.037346886714626	7.895969157472637	7.743591350633999	0.07542212792055754	1.0	0.7877419624566244	0.9815986266524492	1.5754839249132488	1.0029842176470563	3.1054954900191594	0.9979909201711091	11.837859370717418	11.947437182378174	169578.0	195.8200014871072	49.74306649244097
10_out	67.25707425993039	20.725375024901606	20.4322198023068	20.614785050872683	2.4327885404538607	1.6152115420418074	10.389239881262712	10.23759316783833	10.122888657552085	0.051129109673256144	1.0	0.781588586185301	0.986336417333053	1.563177172370602	0.9951494956447724	3.2451559587761762	0.9614370545687299	11.99684451621401	11.95568033726364	285092.0	329.20966082842324	64.66344337537781
10_in	51.41203380635625	15.85699384739045	15.682990971806921	15.836707632696838	2.529813318803671	1.3397056595989996	7.942808728290901	7.852154613160635	7.763284955314988	0.029000247433029785	1.0	0.7798335343993644	0.9832773127068867	1.5596670687987289	0.9929148943078596	3.242230797410381	0.9631629149137025	12.006694249455569	11.948055640574124	167743.0	193.68487085253395	49.5181643425719
