	Perimeter  [mm]	Feret Max [mm]	Feret Min [mm]	Feret PerpMin [mm]	Feret MaxAng [rad]	Feret MinAng [rad]	Radius Max [mm]	Radius Mean [mm]	Radius Min [mm]	Radius StdDev [mm]	Roundness  []	PodczeckShapes Square []	PodczeckShapes Circle []	PodczeckShapes Triangle []	PodczeckShapes Ellipse []	PodczeckShapes Elongation []	Convexity  []	Center dim0 [mm]	Center dim1 [mm]	SolidArea  [mm]	Size  [mm²]	ConvexPerimeter  [mm]
6_out	67.84685846278101	20.821503549184897	20.509847146765722	20.746582003653888	2.7349841307937997	1.2490457723982544	10.440268570316363	10.264879745451234	10.10726409983851	0.044380427023977244	1.0	0.7778695144836355	0.9791128193358238	1.555739028967271	0.990414226484506	3.258499478796623	0.9548178230320546	12.004111941218778	11.953723656730515	285849.0	330.9906548135092	64.7813896969965
6_in	51.45191479968709	15.817716890924627	15.61870387385938	15.776953813598142	2.5506067653365703	3.985746639702964	7.921062942714988	7.827366527123286	7.7355737635629405	0.03211476519545982	1.0	0.7809601318536546	0.984375551991948	1.5619202637073093	0.99434932273766	3.252802863680503	0.9598967295063335	12.006631209506713	11.978706121515936	166207.0	192.44073576164746	49.388524743058156
7_out	68.45361606640536	20.853761212670985	20.671471194834552	20.78611525891771	1.924028474629991	1.0014831356942346	10.446501382370082	10.337869540342593	10.184772679823633	0.042557516236813905	1.0	0.7814521360926825	0.9894880571650289	1.562904272185365	0.9949757619909675	3.2825549006867956	0.9527329742445083	12.010480231209703	12.088843292433802	289980.0	335.77402783575036	65.21801723273803
7_in	52.11716695328791	15.945745117717546	15.754969637459551	15.873148792476927	1.694886631035505	3.944532877044644	7.974523926989462	7.89276300238258	7.7958943561225515	0.032525625860792697	1.0	0.7826078553431783	0.9890284958992739	1.5652157106863567	0.9964472694433104	3.2684058705654198	0.9559016886529355	12.018488071978803	12.091047553225488	169040.0	195.71533728837173	49.818887898454875
8_out	67.00101842277817	20.818166573665575	20.4814582172345	20.75664095719735	1.682175569503975	3.1638112189165124	10.460885513187026	10.294114720760893	10.182398766905992	0.04635003473909135	1.0	0.7830425490308942	0.9837829258135261	1.5660850980617884	0.9970007386363571	3.2183918879548536	0.9691892595132655	11.976327948915335	12.044737984936303	287491.0	332.8919616405535	64.93666743180704
8_in	51.23556322973344	15.94098803916272	15.677477938692563	15.90751359877679	-1.6498602900167407	0.06442683942555338	7.977726133487999	7.879594602087045	7.720379226321678	0.04835127479823447	1.0	0.7820563578523022	0.9813457925691053	1.5641127157046044	0.9957450810291049	3.214077013536516	0.9700856492932828	11.950364968514371	12.045624533860655	168445.0	195.0367953878553	49.702884622623
9_out	67.44961275223697	20.78816539026607	20.384166198862694	20.731594114233797	2.1011094895205757	4.007894916142472	10.431155531120002	10.254109121995644	10.109112409643686	0.06575258516805765	1.0	0.7814695553704095	0.9783233881176714	1.562939110740819	0.9949979409042102	3.2446159382501274	0.9609679664560712	11.991519073622811	11.958339371054082	285206.0	330.24611139707224	64.81691720476665
9_in	52.30265490670366	15.917435931758366	15.56083538090293	15.88155087529478	2.63490943156561	4.110101634249725	7.974550766579508	7.834220193259963	7.7037591109376455	0.05906204728139024	1.0	0.7799434706025484	0.9730009032952369	1.5598869412050969	0.9930548694291514	3.285871865979981	0.9453595204876276	11.963122152274126	11.96003659236712	166475.0	192.74758491461137	49.44481276283123
10_out	66.4409475687569	20.71738820107221	20.43293571794244	20.59650861699638	2.3620016258429444	1.4903253155294356	10.405966655898133	10.247465173953122	10.154123794962873	0.038659511647642406	1.0	0.7837737641669585	0.9900063982383164	1.567547528333917	0.9979317506633033	3.2070136893664185	0.973308835436444	11.997155888322073	11.95588187739924	284863.0	329.84894438021706	64.6675613034406
10_in	50.632242478667315	15.938336532006637	15.721048335732771	15.823133065185583	2.4211559070078077	4.71238898038469	8.035988580112758	7.867886066913159	7.785399426490169	0.03388644942578846	1.0	0.7816831913606107	0.9888488542390155	1.5633663827212214	0.9952699506951131	3.1767582756826576	0.9800843452336626	12.023146351995745	11.948791371200004	167933.0	194.44857135123016	49.62386821741669
