	Perimeter  [mm]	Feret Max [mm]	Feret Min [mm]	Feret PerpMin [mm]	Feret MaxAng [rad]	Feret MinAng [rad]	Radius Max [mm]	Radius Mean [mm]	Radius Min [mm]	Radius StdDev [mm]	Roundness  []	PodczeckShapes Square []	PodczeckShapes Circle []	PodczeckShapes Triangle []	PodczeckShapes Ellipse []	PodczeckShapes Elongation []	Convexity  []	Center dim0 [mm]	Center dim1 [mm]	SolidArea  [mm]	Size  [mm²]	ConvexPerimeter  [mm]
6_out	68.45464079911787	20.79259062814738	20.505333078315598	20.78398973402211	2.3133470343333213	0.771314587574588	10.431865340170182	10.265552859144675	10.086644386597111	0.04300326346899917	1.0	0.7767127649933642	0.9756823983716524	1.5534255299867283	0.9889414072901402	3.2922612686102393	0.9462989855543932	11.98917868837443	11.960375592787377	285647.0	331.0214906423209	64.77855714469561
6_in	51.24226408082791	15.809859850163049	15.629531937385764	15.793385670919395	2.5291027114923574	4.262629367314851	7.9236119284820274	7.828960165241738	7.701088442730601	0.03279385636571297	1.0	0.7799568559436709	0.9827689572626674	1.5599137118873418	0.9930719121747885	3.2411586545657736	0.9639007992298062	11.97668527642322	11.982817845912155	166151.0	192.5270662615707	49.392459301854814
7_out	68.53126915659541	20.862141680254734	20.6520949149446	20.784984700567662	1.924028474629991	3.9907341295199283	10.452061929556216	10.340901714435995	10.169454066334044	0.04181392718239225	1.0	0.7827756991271783	0.9902887755673235	1.5655513982543565	0.9966609747864371	3.2849584767923323	0.9518572806461014	12.002061297953272	12.091980332883782	289950.0	336.00919043760786	65.23198749862296
7_in	52.99783983537019	15.952153208742226	15.75953821467034	15.876648072385922	1.694886631035505	3.9419150819773265	7.991970570531064	7.897442179353533	7.785357022516803	0.03359469912875576	1.0	0.783147672397753	0.9897794886835646	1.566295344795506	0.9971345858641173	3.3223000771034403	0.9406995661503926	12.011747649736051	12.092974335706772	169104.0	195.9503156099159	49.855044940040735
8_out	67.62306482556762	20.79651949696184	20.46911379622753	20.767721451632298	1.6839842728625019	3.178612769463723	10.451461045282315	10.283946044916437	10.142512250863176	0.048030005726387354	1.0	0.78153722319854	0.9807763307840786	1.56307444639708	0.9950840982588924	3.2516529910424037	0.9594488257434158	11.970395048861416	12.028058558432821	286688.0	332.22901461692334	64.88087014006175
8_in	50.918321188888164	15.915206507530414	15.62524037414257	15.897575718354204	-1.6178707313671583	0.0	7.974052191503847	7.868206061395176	7.721656904928298	0.05203793730540482	1.0	0.7828628477324786	0.9796966135956555	1.5657256954649572	0.9967719358369742	3.1993503298116637	0.974086916946772	11.938237277313775	12.031982027982446	167815.0	194.4658259635956	49.59887050298956
9_out	67.2461186672607	20.789803746342344	20.389236389373316	20.743703374773506	2.605385428321622	4.003762708257019	10.448426353501253	10.249864269532438	10.101728171401179	0.06468767832412126	1.0	0.7801892207860359	0.9763931677549119	1.5603784415720718	0.9933677682808937	3.2345720761838197	0.9630814513611021	11.997699555335508	11.949467955618017	284747.0	329.97968252987596	64.76348956446634
9_in	52.26930874768604	15.918009605331415	15.572292917116801	15.888424968216619	2.644464736938948	0.9928943898326509	7.968075144974218	7.835398179053121	7.702396727581633	0.06070796418379134	1.0	0.7793401906561149	0.9725432163726839	1.5586803813122299	0.9922867495448068	3.283658575641234	0.9465369757464246	11.966231541356189	11.94940187274968	166406.0	192.82373242039816	49.47483342639088
10_out	66.69038435547884	20.707366036448256	20.4124378767749	20.653150587585927	2.9025947803952787	0.7853981633974483	10.398468041537605	10.24763102580356	10.10315081202042	0.05219734660273796	1.0	0.7825570655759335	0.9847697510651537	1.565114131151867	0.9963826019031864	3.2206116527854465	0.9700463043256188	12.01023998114	11.986412743063147	284689.0	329.91131025108365	64.69276087808731
10_in	51.39092513684943	15.867843243230174	15.693324210195478	15.761408046248388	2.825269454315283	4.71238898038469	7.962298897920956	7.857461966822808	7.777537592296984	0.027278513718005624	1.0	0.7841344059069634	0.9940782301696358	1.5682688118139267	0.9983909339881594	3.2386836918605657	0.9641652839548386	12.01563994565968	11.974669762649864	167374.0	193.95477215092794	49.549345927272284
