	Perimeter  [mm]	Feret Max [mm]	Feret Min [mm]	Feret PerpMin [mm]	Feret MaxAng [rad]	Feret MinAng [rad]	Radius Max [mm]	Radius Mean [mm]	Radius Min [mm]	Radius StdDev [mm]	Roundness  []	PodczeckShapes Square []	PodczeckShapes Circle []	PodczeckShapes Triangle []	PodczeckShapes Ellipse []	PodczeckShapes Elongation []	Convexity  []	Center dim0 [mm]	Center dim1 [mm]	SolidArea  [mm]	Size  [mm²]	ConvexPerimeter  [mm]
1_out	68.16026229837064	21.031077092269797	20.575161499017835	20.858111385010766	-1.8690578414814532	0.29706421234104274	10.550266560038864	10.356017283470653	10.166612495799377	0.06709141372425938	1.0	0.7849620250289338	0.9858867639043835	1.5699240500578675	0.999444691382231	3.2409306475046726	0.9601053897113416	11.990241484162487	12.118504874527842	292153.0	336.8735257932134	65.4410351968044
1_in	51.53513053532709	15.986668829833734	15.668061612993174	15.983949951964808	-1.7135945526780905	3.0172376590430314	8.005950521448053	7.893026250507665	7.757023664428835	0.052766131259905626	1.0	0.7813821950217463	0.9752249175608906	1.5627643900434927	0.9948867102536504	3.22363158228149	0.9661307681501423	11.98543555245307	12.13277840318541	169721.0	195.68741336304544	49.78967525081342
2_out	66.36247811202274	20.75929678066315	20.463317221920143	20.64331341518607	2.0337124070308	3.0309354324158972	10.404364592169413	10.262965529691835	10.146242040057855	0.04074682189083008	1.0	0.7833333915874701	0.9886746275487518	1.5666667831749401	0.9973710508806813	3.196759447739964	0.9751580398031686	11.904346014672381	12.01480809642418	286976.0	330.904050167404	64.71390407220078
2_in	51.96200368204298	15.945792485358416	15.586252035843962	15.857907844747562	-1.8028624844751795	0.0	7.991247462131243	7.857401122859835	7.747344238097378	0.053606734359128154	1.0	0.7844303555350285	0.9816582370018383	1.568860711070057	0.9987677487578617	3.2586654899563636	0.9536131289343762	11.8835716069656	12.044482780132547	168155.0	193.8840021444312	49.551648916932585
3_out	66.90269964500365	20.769819900942426	20.463640962387263	20.611503871043805	-2.359662684379188	0.12970253715591196	10.391520293624158	10.253963966354425	10.085432585433871	0.04354216159050134	1.0	0.7831602614484617	0.989997250717667	1.5663205228969235	0.9971506147413103	3.2211497241710774	0.9669408966153525	11.975108023482274	11.989250342925	286474.0	330.32635897780955	64.69095638072746
3_in	51.25417051496854	15.845141572637402	15.620209011956913	15.722079940295762	2.006646687178976	0.0	7.959630831819553	7.830759573404672	7.680626029546842	0.0341329945816359	1.0	0.7843600338059911	0.9922072952089299	1.5687200676119821	0.9986782123515969	3.234693125334907	0.9642911016294059	11.965050409378755	12.009484972447591	167070.0	192.6248429048361	49.42394054898043
4_out	69.90619418219406	20.769708866825194	20.367275461399135	20.619273883585496	-2.5363581957447003	1.649995397764348	10.44016108235117	10.227117987832495	10.012494221011	0.06793235639398303	1.0	0.7827032472406025	0.9843891631154332	1.565406494481205	0.9965687261793581	3.365776315423132	0.9248877818518648	12.0618528560894	11.959499969448427	285066.0	328.702827650566	64.6553848748752
4_in	51.52412847506649	15.92060793224634	15.586252035843962	15.823950868634613	-2.5121691130618617	4.71238898038469	7.9844789229677495	7.839593682934315	7.7217097748774135	0.053233408967037474	1.0	0.7827101274463051	0.981607438251426	1.5654202548926102	0.9965774863293346	3.2363166465965865	0.9607399832223711	12.034566359296626	11.91882275770344	167427.0	193.0445626513678	49.50129032668267
5_out	66.40835398675134	20.748407094202943	20.40246352408197	20.627964436716564	-2.339992204413496	-0.32175055439664235	10.418105169353517	10.239191242551998	9.972715106962179	0.05287334936970789	1.0	0.7825830844680675	0.9855231063782233	1.565166168936135	0.9964157301855617	3.20064830448144	0.9738735741803703	12.009255901820062	12.008536068850137	285635.0	329.3589280235785	64.67334105251277
5_in	50.47679346081479	15.834476945023749	15.6175969368713	15.803054267949719	-2.1064346939491996	-0.39479111969976155	7.930361559775739	7.83749515455046	7.7118777445052675	0.040097278452989035	1.0	0.7818310643726873	0.9837759914004022	1.5636621287453747	0.9954582284616882	3.187777760899009	0.9793294569694617	11.981076910262951	11.998772507708368	167346.0	192.96038808681612	49.433410729539425
6_out	68.42896385035242	20.73870712806467	20.476056596108734	20.510013572221684	2.315660504653202	4.71238898038469	10.41837598180274	10.239190265678763	10.024863842570191	0.047770258097263374	1.0	0.784298705149748	0.9969468148138896	1.568597410299496	0.9986001262812428	3.299577135054425	0.944721634253044	11.988567768281252	11.918482669405323	285651.0	329.3773772432063	64.6463225589474
6_in	51.195289118388686	15.805139472967854	15.586252035843962	15.722079940295764	2.716387634610175	4.71238898038469	7.9209901250889665	7.812464448170458	7.699283555721494	0.03293911627686579	1.0	0.7823185909833095	0.9874735327845405	1.564637181966619	0.9960789666214429	3.239154529825566	0.9629375397622812	11.986570128917824	11.93569736799921	166267.0	191.70584115212796	49.29786575107989
7_out	67.37989703031893	20.82138661327127	20.567766809272296	20.73148175245461	1.8961569738115387	0.8110335719191257	10.432131518537055	10.306239727750926	10.021685093642924	0.05009164603554759	1.0	0.7827743644431352	0.9887887325075062	1.5655487288862704	0.9966592754139337	3.2360907696402843	0.9648944459474064	11.978192905076723	12.049423195079946	289466.0	333.77520997197524	65.01448841306288
7_in	52.657001112146716	15.900061720375366	15.7033300830489	15.84739733151724	1.6885289015989902	0.7853981633974483	7.960161438095477	7.8701464293346275	7.7551761849698115	0.03611252004144088	1.0	0.7818459827634139	0.9864274302090076	1.5636919655268278	0.995477223146705	3.311748220742353	0.9433793748916005	11.980089312795618	12.046173985826158	168762.0	194.56777634688532	49.67552879284328
8_out	66.92463585157262	20.77081918128764	20.442099619995783	20.679798452786432	1.680550858197729	0.0	10.444298688444924	10.262076988895767	10.141551998459395	0.04719233472228191	1.0	0.7825993268197415	0.9849831185142655	1.565198653639483	0.9964364105900128	3.2220508621954016	0.9675135477202328	11.913509928823855	12.010035605540569	286915.0	330.83486559379986	64.7504918626397
8_in	51.93055952216238	16.236584143294976	15.652943374205304	16.17233649525848	1.7177214372224268	0.4324077755705378	8.15755365120304	7.9463022088682465	7.627090642198859	0.11754432739084913	1.0	0.784067356361681	0.9662438365518823	1.568134712723362	0.9983055638556493	3.1983672836510695	0.9665105839221562	11.98171388252556	11.876184944345122	172156.0	198.48247013665215	50.19143540716945
9_out	67.01913811609495	20.72215946731259	20.31626194837283	20.673527613527323	2.5876832465391875	0.8621700546672263	10.408971908087649	10.215374511170896	10.074816715319633	0.06400825999880091	1.0	0.7803636719740653	0.9764193503580199	1.5607273439481306	0.9935898864321188	3.2341773173694484	0.9632368525212484	11.967788881850165	11.923899315808931	284248.0	327.75961129709646	64.55530365763413
9_in	51.922987116489196	15.888998535546277	15.526851157870214	15.786680152944358	2.475863483424893	0.7509290623979402	7.946860087173616	7.807444435017137	7.665548152137128	0.06160639193016374	1.0	0.7810912528220324	0.9781477781563124	1.5621825056440648	0.9945162711397423	3.2678577570719147	0.9489247938073618	11.927297364726982	11.92918068215886	166053.0	191.45908283960657	49.27100984337682
10_out	67.21904283447189	20.698162751347926	20.41918212126605	20.615148205605216	2.3631549346286715	1.6421037915801868	10.403816605176065	10.227755017966619	10.129035458876702	0.044018656650175216	1.0	0.7805356267843423	0.9843617524063157	1.5610712535686846	0.9938088260964711	3.247584997856604	0.9614897235981364	11.984704438177594	11.952372354567382	284944.0	328.5621523509043	64.63041891544768
10_in	51.43719861621734	15.873061267413256	15.688122964182812	15.789993892521663	-2.8036053665063956	4.71238898038469	7.997013991147548	7.851951857440791	7.764796141731904	0.0332218462146211	1.0	0.7816738816738815	0.9888370772516666	1.563347763347763	0.9952580972338202	3.2405342453894384	0.9629437794522858	12.006249457120497	11.94454202003412	167955.0	193.63263152700287	49.53113043993821
