	Perimeter  [mm]	Feret Max [mm]	Feret Min [mm]	Feret PerpMin [mm]	Feret MaxAng [rad]	Feret MinAng [rad]	Radius Max [mm]	Radius Mean [mm]	Radius Min [mm]	Radius StdDev [mm]	Roundness  []	PodczeckShapes Square []	PodczeckShapes Circle []	PodczeckShapes Triangle []	PodczeckShapes Ellipse []	PodczeckShapes Elongation []	Convexity  []	Center dim0 [mm]	Center dim1 [mm]	SolidArea  [mm]	Size  [mm²]	ConvexPerimeter  [mm]
6_out	68.27536852532043	20.89990898599071	20.73195379899589	20.893753646542688	1.9328143590984999	0.32175055439664213	10.475349672608386	10.359359485003466	10.174755488902976	0.04403956127167029	1.0	0.7785057618843733	0.9835483461887261	1.5570115237687465	0.9912243218353607	3.2667782702348456	0.9573223140164393	12.04447516429539	12.113622430979206	289832.0	337.22404488735594	65.36153378698492
6_in	52.75748882920475	15.97594503373508	15.792817168951897	15.898934404367967	1.690649233115143	3.940323360281387	8.00257966785511	7.9107473947932805	7.79252505662395	0.03290986865423626	1.0	0.7830539035542172	0.9903606304250059	1.5661078071084344	0.9970151956644636	3.302307858333334	0.9460809078166258	12.052025641890571	12.113166758698538	168999.0	196.61619357917183	49.91285292565953
7_out	65.93658875132355	20.846173026781226	20.432131329747342	20.773235358624593	1.6872359193729247	0.0	10.481025088698006	10.294012288445556	10.174571248337967	0.048799380775804466	1.0	0.7841914959524768	0.9820684899043335	1.5683829919049537	0.998463623291718	3.163006882203959	0.9844426551606082	11.9801355659187	12.042097125999849	286066.0	332.8433936492175	64.91079050258605
7_in	56.08083127215292	16.310801442794233	15.724895731241277	16.304772580332603	-1.5979862770822952	0.0	8.245207861100994	7.948577981054788	7.761729778162553	0.12394580397503592	1.0	0.773114658873288	0.9493515314865454	1.546229317746576	0.9843601562919059	3.4382633783411203	0.8954938549416878	11.945098605202181	11.960027237404837	170404.0	198.21952356752635	50.22003978423457
8_out	69.26480898188467	20.664064051335536	20.258154642746543	20.655946879450774	2.0831857871056343	0.540419500270584	10.380300076348812	10.164525713239192	9.661856408870465	0.1249285553634213	1.0	0.7769877508340999	0.9702397532890865	1.5539755016681998	0.9892915301368075	3.3519451357589083	0.9273805444352999	11.955020932662489	11.990162564959228	279438.0	325.13158583875764	64.23483626382726
8_in	51.34586391609913	16.380986060924407	15.697756210602726	16.112892450525976	1.602036160225165	4.178680788745428	8.439051098990676	7.955733532683593	7.726234526123932	0.1099865280721648	1.0	0.7859968471689894	0.9749784002939242	1.5719936943379789	1.0007622678527173	3.1344794339689215	0.9802211893689492	11.916082073884382	11.901066006447067	170867.0	198.80710095803363	50.3303037970149
9_out	66.89444297481376	20.767745602884276	20.50442783640103	20.55339038628896	2.3643243923722888	1.6506263125071339	10.42650492116741	10.264527400639063	10.154942980151866	0.04060330313798213	1.0	0.7852819360905979	0.997470154517976	1.5705638721811959	0.99985201479674	3.2210738832202996	0.9687961090176201	12.044135078247766	11.999753119054606	284435.0	330.9456932058168	64.80707606890064
9_in	51.694711006431895	15.900168334395909	15.749846460959864	15.883878357460778	3.0254865405957174	1.3101939350475555	7.969706712449436	7.876396273688137	7.7848747900518624	0.02725490204879457	1.0	0.7790139974408633	0.9835017833611905	1.5580279948817266	0.991871427443924	3.2512052652048804	0.9610278136543935	12.074083927266384	11.994881549600752	167503.0	194.88487643644942	49.68005509600695
10_out	66.91221449471826	20.750791022924776	20.494338000424847	20.553604449240417	-1.9549656911874962	1.6142472221864275	10.410192337271186	10.264612342177296	10.16779815417016	0.03957523732021386	1.0	0.7856023601391021	0.9973757353359115	1.5712047202782042	1.0002599913663794	3.224562110465856	0.9686248396044796	12.019135080381563	11.986127214407446	284414.0	330.92125929452834	64.81283303252701
10_in	51.23742694531905	15.893032018561453	15.749846460959864	15.853116938591718	2.7519195344396308	1.3101939350475555	7.964368930696507	7.877970184109191	7.78272242780907	0.026687564949648232	1.0	0.7809123748576873	0.9878115159097473	1.5618247497153745	0.9942885166418565	3.223892513743062	0.9697325210768042	12.047466831609183	11.979222007146781	167589.0	194.98144856201793	49.68659920517282
